CodProv,Ano,Sexo,Total,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-
90,2025,1,885438,15305,61226,77268,76998,72557,72075,73231,70042,61198,56204,55030,43734,35273,31531,28713,23982,16019,8667,4081,1702,602
90,2025,2,906133,14426,57704,72789,72508,68351,69452,72142,70469,62538,58015,57299,46305,37959,35473,33699,28790,21189,13401,7815,4032,1777
90,2026,1,894762,15241,61066,77170,77154,73538,71837,72976,71048,62873,56395,55785,46001,36174,31672,28754,24437,16812,9178,4259,1748,644
90,2026,2,915448,14366,57550,72687,72647,69285,69007,71649,71248,64157,58173,58012,48639,38880,35482,33851,29512,22145,14076,8044,4146,1892
90,2027,1,903961,15184,60901,77027,77265,74523,71756,72611,71718,64629,56965,55993,48368,37308,31898,28796,24751,17583,9730,4473,1801,681
90,2027,2,924649,14309,57391,72548,72745,70245,68722,71072,71662,65823,58716,58178,51046,40073,35582,33921,30130,23079,14819,8328,4245,2015
94,2010,1,67235,1130,5135,6690,6177,6009,5718,5861,5951,5032,4384,4548,3888,2689,1742,1024,631,358,167,77,17,7
94,2010,2,64426,1056,4821,6356,5939,5746,5334,5613,5685,4899,4322,4343,3463,2447,1631,1046,713,480,317,154,50,11
94,2011,1,69310,1141,5150,6781,6382,6144,5817,6012,6230,5329,4475,4544,4072,2889,1893,1115,667,381,180,81,20,7
94,2011,2,66432,1058,4845,6463,6114,5852,5466,5749,5902,5160,4429,4403,3667,2620,1760,1129,746,500,335,164,58,12
94,2012,1,71398,1185,5174,6814,6605,6266,5946,6139,6458,5655,4623,4513,4230,3104,2041,1224,707,405,195,84,23,7
94,2012,2,68454,1096,4872,6509,6315,5942,5626,5857,6093,5434,4582,4427,3871,2797,1898,1223,782,524,350,175,66,15
94,2013,1,73498,1258,5211,6796,6824,6390,6096,6246,6649,5998,4815,4480,4358,3318,2199,1346,750,431,212,87,29,5
94,2013,2,70489,1166,4912,6498,6521,6034,5798,5948,6263,5713,4772,4437,4059,2980,2043,1325,829,549,364,190,70,18
94,2014,1,75608,1354,5270,6739,7016,6533,6249,6341,6816,6339,5048,4469,4441,3527,2369,1475,806,459,227,92,32,6
94,2014,2,72535,1261,4971,6444,6711,6143,5959,6040,6417,5984,4990,4460,4217,3167,2194,1438,886,573,379,204,75,22
94,2015,1,77725,1465,5356,6654,7163,6707,6396,6426,6979,6659,5308,4504,4481,3725,2547,1608,875,490,243,99,33,7
94,2015,2,74592,1378,5052,6352,6871,6281,6094,6141,6570,6232,5228,4522,4323,3363,2357,1554,955,600,394,219,80,26
94,2016,1,79850,1506,5430,6678,7254,6911,6531,6523,7127,6936,5604,4595,4479,3904,2737,1750,956,516,261,107,36,9
94,2016,2,76659,1418,5116,6378,6977,6457,6196,6275,6705,6447,5489,4628,4384,3561,2528,1676,1033,630,413,231,87,30
94,2017,1,81983,1525,5519,6743,7290,7133,6652,6651,7254,7164,5926,4741,4450,4057,2942,1891,1050,550,279,119,37,10
94,2017,2,78737,1437,5199,6443,7022,6657,6287,6433,6812,6635,5762,4782,4406,3764,2698,1810,1121,667,428,246,92,36
94,2018,1,84121,1521,5628,6856,7268,7353,6775,6798,7363,7352,6268,4928,4421,4183,3148,2034,1161,584,302,128,39,11
94,2018,2,80823,1433,5300,6553,7014,6861,6376,6605,6902,6805,6040,4968,4418,3949,2877,1950,1217,708,450,257,102,38
94,2019,1,86265,1501,5751,7012,7212,7543,6916,6951,7456,7519,6605,5163,4409,4266,3347,2192,1274,634,323,137,42,12
94,2019,2,82918,1411,5420,6707,6957,7052,6484,6766,6993,6958,6310,5184,4443,4103,3062,2092,1325,758,471,268,111,43
94,2020,1,88412,1465,5890,7210,7127,7689,7089,7098,7539,7680,6926,5417,4447,4304,3536,2360,1393,690,345,147,47,13
94,2020,2,85020,1373,5555,6904,6865,7210,6625,6897,7091,7113,6555,5423,4502,4212,3249,2250,1433,822,495,279,121,46
94,2021,1,90565,1473,5988,7322,7151,7781,7289,7234,7636,7825,7202,5711,4537,4305,3708,2537,1521,757,364,158,53,13
94,2021,2,87132,1380,5645,7007,6892,7318,6797,6998,7225,7246,6771,5680,4610,4270,3444,2415,1548,892,521,291,132,50
94,2022,1,92727,1490,6077,7432,7216,7816,7514,7349,7763,7954,7429,6028,4681,4281,3855,2728,1645,838,389,171,58,13
94,2022,2,89256,1396,5730,7111,6956,7359,6997,7088,7382,7353,6957,5953,4760,4295,3641,2580,1673,972,552,305,140,56
94,2023,1,94895,1519,6160,7536,7330,7795,7729,7474,7910,8060,7615,6368,4865,4255,3976,2922,1773,929,418,184,63,14
94,2023,2,91390,1423,5809,7209,7062,7354,7199,7175,7555,7440,7128,6229,4944,4307,3824,2751,1806,1058,586,323,147,61
94,2024,1,97068,1557,6239,7639,7482,7738,7918,7615,8062,8155,7779,6705,5094,4245,4058,3106,1918,1023,452,200,67,16
94,2024,2,93533,1463,5880,7302,7221,7293,7388,7283,7715,7531,7279,6496,5160,4332,3975,2930,1938,1157,630,340,152,68
94,2025,1,99244,1604,6309,7742,7681,7653,8063,7785,8207,8237,7940,7023,5345,4285,4094,3284,2068,1124,495,214,70,21
94,2025,2,95682,1507,5945,7401,7414,7204,7547,7420,7844,7629,7433,6740,5396,4391,4081,3111,2088,1253,686,357,159,76
94,2026,1,101416,1631,6393,7847,7794,7676,8156,7984,8339,8332,8086,7297,5636,4372,4099,3446,2225,1229,547,228,76,23
94,2026,2,97832,1532,6025,7498,7517,7229,7652,7593,7942,7763,7567,6956,5648,4497,4142,3297,2242,1361,743,378,169,81
94,2027,1,103580,1651,6470,7953,7904,7739,8190,8209,8454,8459,8215,7519,5949,4514,4076,3586,2398,1332,609,244,84,25
94,2027,2,99978,1552,6098,7596,7622,7291,7694,7790,8033,7921,7671,7139,5920,4646,4165,3490,2398,1471,812,403,179,87
